date,variable,description,universe,usProp,usPropSE,usCount,usCountSE,ALProp,ALPropSE,ALCount,ALCountSE,AKProp,AKPropSE,AKCount,AKCountSE,AZProp,AZPropSE,AZCount,AZCountSE,ARProp,ARPropSE,ARCount,ARCountSE,CAProp,CAPropSE,CACount,CACountSE,COProp,COPropSE,COCount,COCountSE,CTProp,CTPropSE,CTCount,CTCountSE,DEProp,DEPropSE,DECount,DECountSE,DCProp,DCPropSE,DCCount,DCCountSE,FLProp,FLPropSE,FLCount,FLCountSE,GAProp,GAPropSE,GACount,GACountSE,HIProp,HIPropSE,HICount,HICountSE,IDProp,IDPropSE,IDCount,IDCountSE,ILProp,ILPropSE,ILCount,ILCountSE,INProp,INPropSE,INCount,INCountSE,IAProp,IAPropSE,IACount,IACountSE,KSProp,KSPropSE,KSCount,KSCountSE,KYProp,KYPropSE,KYCount,KYCountSE,LAProp,LAPropSE,LACount,LACountSE,MEProp,MEPropSE,MECount,MECountSE,MDProp,MDPropSE,MDCount,MDCountSE,MAProp,MAPropSE,MACount,MACountSE,MIProp,MIPropSE,MICount,MICountSE,MNProp,MNPropSE,MNCount,MNCountSE,MSProp,MSPropSE,MSCount,MSCountSE,MOProp,MOPropSE,MOCount,MOCountSE,MTProp,MTPropSE,MTCount,MTCountSE,NEProp,NEPropSE,NECount,NECountSE,NVProp,NVPropSE,NVCount,NVCountSE,NHProp,NHPropSE,NHCount,NHCountSE,NJProp,NJPropSE,NJCount,NJCountSE,NMProp,NMPropSE,NMCount,NMCountSE,NYProp,NYPropSE,NYCount,NYCountSE,NCProp,NCPropSE,NCCount,NCCountSE,NDProp,NDPropSE,NDCount,NDCountSE,OHProp,OHPropSE,OHCount,OHCountSE,OKProp,OKPropSE,OKCount,OKCountSE,ORProp,ORPropSE,ORCount,ORCountSE,PAProp,PAPropSE,PACount,PACountSE,RIProp,RIPropSE,RICount,RICountSE,SCProp,SCPropSE,SCCount,SCCountSE,SDProp,SDPropSE,SDCount,SDCountSE,TNProp,TNPropSE,TNCount,TNCountSE,TXProp,TXPropSE,TXCount,TXCountSE,UTProp,UTPropSE,UTCount,UTCountSE,VTProp,VTPropSE,VTCount,VTCountSE,VAProp,VAPropSE,VACount,VACountSE,WAProp,WAPropSE,WACount,WACountSE,WVProp,WVPropSE,WVCount,WVCountSE,WIProp,WIPropSE,WICount,WICountSE,WYProp,WYPropSE,WYCount,WYCountSE
Oct 2003,wiredHighSpeedAtHome,Wired High-Speed Internet Service Used at Home,internetAtHome,0.358135,0.003186,22146731,212654,0.334469,0.024151,282886,25102,0.326264,0.020881,51891,4039,0.399813,0.023855,455795,35146,0.27272,0.027157,125949,14766,0.432673,0.011484,3313092,115800,0.347752,0.017619,400950,25019,0.430355,0.020091,357850,22029,0.278152,0.022864,49917,4830,0.386322,0.026779,58918,5238,0.356841,0.013143,1352496,61546,0.342238,0.023477,625978,52287,0.535846,0.027638,121446,9162,0.245039,0.023339,69960,7689,0.324835,0.015179,837407,47210,0.201484,0.017253,255689,24481,0.300721,0.019471,207644,16083,0.403287,0.021609,241800,16633,0.247949,0.022497,201584,21187,0.229775,0.025834,180372,23201,0.304005,0.018839,92378,6858,0.323555,0.021231,403323,32345,0.446067,0.019564,667860,39007,0.391372,0.016929,816574,43935,0.320586,0.018649,390744,27415,0.232547,0.028675,101161,14062,0.287008,0.021432,342743,30346,0.181608,0.021507,35889,4691,0.37945,0.021871,147661,10870,0.419269,0.020368,187028,11726,0.415145,0.019433,136894,8266,0.422812,0.017417,849853,45557,0.158492,0.021551,50983,7494,0.433757,0.013115,1761882,70380,0.36141,0.019725,615840,42183,0.313814,0.02266,44944,3906,0.32465,0.016398,774671,47078,0.266261,0.024775,182900,19822,0.292991,0.019369,253470,19859,0.333544,0.014202,909167,46924,0.428796,0.020822,103704,6615,0.349848,0.027135,261932,25290,0.391198,0.023019,66015,4968,0.370402,0.026358,433915,38884,0.344149,0.0139,1441257,71325,0.301111,0.022291,151520,13374,0.297559,0.020705,44218,3660,0.30301,0.020053,512308,40456,0.40497,0.020216,619362,40763,0.270837,0.022431,95878,9325,0.340125,0.018476,435208,29115,0.200899,0.019138,23825,2535
Oct 2003,adultInternetUser,Ages 15+: Uses the Internet (Any Location),isAdult,0.606356,0.00222,137145349,613890,0.547347,0.016076,1933533,70333,0.740067,0.014545,355029,9620,0.657293,0.015833,2735170,81235,0.504293,0.018766,1072625,47855,0.600994,0.007942,16506811,255959,0.687126,0.012598,2409304,52755,0.691829,0.012993,1895241,50896,0.60129,0.017274,381711,13544,0.634213,0.017803,303237,10994,0.601413,0.009482,7922333,148862,0.586403,0.017069,3836150,132494,0.588931,0.017676,549615,20757,0.660952,0.017992,676114,24972,0.600514,0.010671,5979761,134296,0.604892,0.013861,2906021,83989,0.651764,0.01423,1529653,42138,0.655738,0.014275,1392687,40504,0.571266,0.016291,1860637,67010,0.520358,0.018359,1803910,77595,0.65267,0.013346,686369,19230,0.670887,0.015281,2859307,82528,0.642754,0.013634,3358071,93626,0.605293,0.011633,4785360,115811,0.714814,0.012072,2858102,69453,0.43345,0.02016,955345,49579,0.622172,0.015318,2766973,85061,0.606689,0.018143,442345,17417,0.679507,0.013417,926303,25618,0.585311,0.014545,964672,27210,0.720896,0.012858,731383,17595,0.639828,0.012099,4376820,103614,0.534937,0.019294,767003,31457,0.571947,0.008739,8848231,166641,0.562639,0.013487,3611462,103360,0.659757,0.015064,337796,10952,0.597516,0.011469,5393823,143312,0.563246,0.017936,1519145,59626,0.656703,0.014459,1828970,50432,0.600787,0.010391,5885584,126817,0.593549,0.014208,510732,15593,0.546315,0.018169,1771064,70131,0.65361,0.014571,389387,11832,0.571445,0.017676,2589929,92946,0.567067,0.009628,9385751,180353,0.72983,0.015832,1272996,37647,0.667923,0.015001,335762,10306,0.658549,0.014814,3702945,107254,0.708783,0.014125,3369720,88933,0.510037,0.0157,743915,28093,0.65709,0.013098,2849801,69181,0.684145,0.014565,270741,8494
Oct 2003,internetAnywhere,Anyone in Household Uses Internet From Any Location,isHouseholder,0.676332,0.002304,76452996,320548,0.588602,0.016999,1087153,48759,0.809287,0.014892,187841,7678,0.74041,0.016292,1527308,64122,0.546984,0.019247,595788,31462,0.704486,0.008108,9038854,188748,0.768099,0.012666,1397187,46652,0.746464,0.013978,985158,36490,0.684411,0.017247,215873,10035,0.690124,0.017713,197986,9401,0.654176,0.00985,4453568,111410,0.657302,0.018104,2236932,99704,0.721342,0.018421,297802,14461,0.717235,0.018068,362427,17369,0.6715,0.011126,3379868,95140,0.65331,0.014673,1620270,61660,0.700333,0.014862,846667,32100,0.71499,0.014679,787287,30206,0.642972,0.017359,1047384,47414,0.594433,0.019861,1057906,55776,0.703825,0.014223,368052,13551,0.730416,0.015424,1531897,63434,0.685641,0.013987,1766792,63801,0.658817,0.012217,2643766,82692,0.764181,0.013475,1508862,54161,0.542923,0.021825,597191,35293,0.69263,0.015809,1560874,64423,0.669305,0.018826,260195,12797,0.729706,0.014644,509099,19799,0.656678,0.014994,529991,20102,0.777219,0.013759,391350,14153,0.713943,0.012598,2372257,76789,0.637579,0.019982,457151,23796,0.644793,0.009266,4907597,116424,0.639564,0.013882,2122718,77118,0.679386,0.016735,180967,7892,0.649651,0.011897,2956756,92812,0.63268,0.018788,899476,44472,0.727009,0.014923,1029472,40030,0.653479,0.010828,3255279,89364,0.64473,0.01508,279899,10886,0.619929,0.018588,1010467,49210,0.699042,0.01582,219758,9105,0.641001,0.018101,1531267,72679,0.665086,0.010052,5374592,137529,0.797951,0.015686,640997,27666,0.714573,0.015407,183064,7436,0.713747,0.015282,1997730,79896,0.755499,0.014232,1853062,68457,0.577681,0.017041,430715,19664,0.722958,0.013359,1608513,55469,0.732176,0.01599,149930,6362
Oct 2003,internetAtHome,Anyone in Household Uses Internet at Home,isHouseholder,0.547052,0.002446,61839100,314710,0.457917,0.017208,845777,42948,0.685233,0.017468,159047,7045,0.55266,0.018259,1140021,55197,0.423994,0.019231,461825,27846,0.596805,0.008739,7657261,174224,0.633844,0.014345,1152975,42418,0.630053,0.015527,831523,33563,0.568958,0.018713,179458,9097,0.531606,0.01941,152510,8329,0.556734,0.01026,3790193,102864,0.537456,0.018637,1829070,91016,0.548979,0.020564,226643,12522,0.565005,0.020085,285504,15317,0.512178,0.011754,2577949,83166,0.511687,0.015443,1269031,54178,0.571148,0.01594,690488,29053,0.544516,0.016231,599575,26352,0.499091,0.018166,813006,41688,0.441085,0.020109,784995,47512,0.581089,0.015351,303870,12341,0.594354,0.017453,1246536,55839,0.581028,0.014875,1497221,58646,0.519934,0.012853,2086443,72791,0.617298,0.015425,1218845,48571,0.395481,0.021413,435012,30246,0.529917,0.01718,1194193,56078,0.508339,0.020105,197619,11012,0.557772,0.016488,389144,17359,0.552711,0.015598,446081,18404,0.65488,0.015541,329749,12978,0.60492,0.0136,2010002,70504,0.448632,0.020626,321674,19544,0.533681,0.00966,4061909,105974,0.513404,0.014519,1703993,69243,0.537665,0.017957,143217,6975,0.524284,0.012574,2386174,83574,0.483172,0.019575,686922,38453,0.610941,0.016314,865114,36681,0.547185,0.01128,2725777,81662,0.557086,0.015634,241850,10135,0.459335,0.019122,748703,42279,0.536786,0.017303,168750,7924,0.490387,0.01896,1171469,63690,0.518236,0.010611,4187891,121380,0.626419,0.018881,503204,24394,0.580052,0.016928,148601,6708,0.604063,0.016569,1690732,73542,0.623542,0.015905,1529402,62023,0.4748,0.017271,354008,17667,0.575105,0.014696,1279555,49417,0.579141,0.017945,118592,5642
Oct 2003,computerAtHome,"Anyone in Household Uses a Desktop, Laptop, or Tablet at Home",isHouseholder,0.618574,0.002389,69923984,319755,0.53906,0.017225,995649,46617,0.734401,0.016616,170459,7314,0.644711,0.01766,1329901,59778,0.499258,0.019378,543804,30111,0.66388,0.008412,8517864,183240,0.70345,0.013638,1279589,44683,0.692842,0.01482,914391,35191,0.643726,0.01802,203041,9655,0.595328,0.018994,170791,8760,0.610707,0.010094,4157635,107512,0.607479,0.018241,2067374,98076,0.632939,0.019971,261306,13443,0.692493,0.018642,349925,17000,0.600483,0.011549,3022413,90181,0.596957,0.015188,1480509,58538,0.647576,0.015443,782887,30889,0.639254,0.01564,703893,28562,0.583658,0.017891,950764,45149,0.525247,0.020258,934778,51987,0.679339,0.01454,355248,13314,0.662768,0.016585,1390020,60285,0.642051,0.014464,1654465,61643,0.598843,0.012674,2403098,78119,0.680287,0.01482,1343215,51015,0.488256,0.021881,537060,33366,0.607022,0.016817,1367953,60072,0.598441,0.019718,232646,12038,0.664102,0.015657,463329,18866,0.613404,0.015282,495066,19531,0.717003,0.014815,361030,13577,0.655044,0.013254,2176552,73373,0.542176,0.020845,388747,21290,0.60032,0.009488,4569109,112332,0.579377,0.014307,1922958,73490,0.617058,0.017508,164365,7490,0.587612,0.012335,2674400,88482,0.553454,0.019482,786840,41278,0.670318,0.015731,949195,38454,0.602378,0.011107,3000723,85878,0.622565,0.015259,270277,10712,0.551846,0.019072,899493,46406,0.622118,0.016829,195576,8547,0.56819,0.018738,1357332,68540,0.590769,0.010464,4774032,129488,0.741322,0.017103,595507,26646,0.655771,0.016262,167999,7124,0.669522,0.015926,1873947,77373,0.714407,0.014771,1752273,66964,0.548285,0.017207,408798,19069,0.638963,0.01431,1421633,52093,0.655006,0.017292,134128,5992
Oct 2003,noInternetAtHome,No One in Household Uses Internet at Home,isHouseholder,0.452948,0.002446,51201534,306271,0.542083,0.017208,1001233,46871,0.314767,0.017468,73060,4934,0.44734,0.018259,922766,51166,0.576006,0.019231,627399,31553,0.403195,0.008739,5173164,143117,0.366156,0.014345,666044,32840,0.369947,0.015527,488244,25708,0.431042,0.018713,135957,7711,0.468394,0.01941,134376,7431,0.443266,0.01026,3017715,93307,0.462544,0.018637,1574131,87762,0.451021,0.020564,186202,11492,0.434995,0.020085,219808,13486,0.487822,0.011754,2455358,82778,0.488313,0.015443,1211062,53640,0.428852,0.01594,518461,25553,0.455484,0.016231,501540,24133,0.500909,0.018166,815968,41725,0.558915,0.020109,994695,54065,0.418911,0.015351,219061,10488,0.405646,0.017453,850758,48112,0.418972,0.014875,1079626,50221,0.480066,0.012853,1926457,72046,0.382702,0.015425,755638,38822,0.604519,0.021413,664944,37331,0.470083,0.01718,1059353,53134,0.491661,0.020105,191135,11029,0.442228,0.016488,308532,15249,0.447289,0.015598,360997,17096,0.34512,0.015541,173777,9743,0.39508,0.0136,1312754,58295,0.551368,0.020626,395337,22454,0.466319,0.00966,3549211,99762,0.486596,0.014519,1615015,66405,0.462335,0.017957,123152,6529,0.475716,0.012574,2165128,77434,0.516828,0.019575,734769,40078,0.389059,0.016314,550923,29551,0.452815,0.01128,2255681,76135,0.442914,0.015634,192284,9066,0.540665,0.019122,881270,45826,0.463214,0.017303,145621,7428,0.509613,0.01896,1217400,64009,0.481764,0.010611,3893159,118754,0.373581,0.018881,300099,19271,0.419948,0.016928,107585,5648,0.395937,0.016569,1108202,59384,0.376458,0.015905,923365,49815,0.5252,0.017271,391586,18660,0.424895,0.014696,945351,43214,0.420859,0.017945,86181,4815
Oct 2003,isAdult,Person Ages 15+,isPerson,0.821505,0.001384,226179565,545407,0.827521,0.009171,3532557,58207,0.781003,0.011256,479725,8668,0.812756,0.010435,4161266,69729,0.834596,0.010309,2126986,41287,0.807906,0.004677,27465857,240418,0.820749,0.008479,3506351,45708,0.822942,0.00916,2739463,42763,0.837254,0.010838,634820,11711,0.863995,0.013205,478132,10426,0.835005,0.005682,13172874,125840,0.807321,0.012091,6541827,116557,0.793773,0.011723,933241,23918,0.811472,0.011273,1022940,21980,0.813915,0.006569,9957737,120028,0.816341,0.00943,4804198,70153,0.833289,0.007991,2346943,32893,0.818714,0.008795,2123847,34878,0.84091,0.009291,3257040,57589,0.82606,0.011674,3466667,67965,0.854861,0.008577,1051632,15797,0.816174,0.009895,4261982,79422,0.840065,0.007823,5224505,81874,0.817866,0.007403,7905861,96477,0.831136,0.008748,3998388,60633,0.809866,0.012425,2204050,53987,0.830069,0.009715,4447278,71780,0.841594,0.012359,729113,14737,0.826479,0.008884,1363197,20491,0.809703,0.008904,1648135,24075,0.833545,0.008629,1014548,15126,0.823106,0.007336,6840623,96196,0.81115,0.011668,1433818,30325,0.829948,0.005304,15470380,152960,0.823186,0.007759,6418797,87615,0.842203,0.009957,512001,8529,0.829384,0.007042,9027077,125638,0.824477,0.011159,2697126,50302,0.827319,0.009383,2785079,45129,0.837104,0.006033,9796464,109580,0.842503,0.008124,860472,13763,0.831814,0.010494,3241836,64122,0.82433,0.010001,595749,9587,0.824599,0.01069,4532244,80228,0.802544,0.005995,16551394,160150,0.783249,0.011513,1744238,32232,0.851508,0.009485,502696,8707,0.823628,0.010486,5622888,90573,0.818448,0.009523,4754234,79027,0.851272,0.009397,1458551,23479,0.833961,0.008646,4337003,57932,0.833249,0.010803,395736,7144
Oct 2003,internetUser,Uses the Internet (Any Location),isPerson,0.587078,0.002182,161636398,753077,0.531551,0.015629,2269108,84697,0.715734,0.014548,439634,13495,0.636044,0.016003,3256513,101985,0.49914,0.018185,1272070,58005,0.567262,0.007793,19284828,310429,0.651243,0.012521,2782199,66360,0.668374,0.013087,2224925,64148,0.590628,0.017134,447825,16661,0.607585,0.017654,336235,12972,0.577431,0.009359,9109442,178472,0.562128,0.017658,4554993,164333,0.560331,0.017694,658783,25948,0.622064,0.017421,784172,30182,0.583526,0.010239,7139077,163159,0.58764,0.01367,3458281,106956,0.634937,0.01349,1788286,50720,0.637266,0.013377,1653148,49651,0.565972,0.015736,2192142,81436,0.499475,0.018046,2096112,92012,0.644483,0.012811,792830,23077,0.650385,0.014505,3396249,104658,0.62443,0.013382,3883433,109465,0.58895,0.011166,5693059,144012,0.689606,0.011466,3317519,84104,0.426277,0.019743,1160113,61181,0.604578,0.014925,3239160,106196,0.599607,0.017849,519468,21187,0.647084,0.013119,1067304,30320,0.555617,0.014034,1130947,33359,0.704129,0.012157,857029,21407,0.625993,0.011502,5202469,128494,0.518004,0.019288,915643,38396,0.56749,0.008601,10578121,205006,0.550736,0.013099,4294371,128004,0.645192,0.014418,392232,13391,0.586154,0.011052,6379752,173869,0.553124,0.017395,1809444,75526,0.621204,0.014434,2091216,61487,0.596197,0.009892,6977175,153497,0.577899,0.013774,590225,18163,0.523659,0.017833,2040861,83149,0.641115,0.014444,463338,15459,0.558205,0.017062,3068059,114099,0.546019,0.009392,11260907,225686,0.695827,0.0153,1549555,48367,0.659306,0.0142,389228,12427,0.636268,0.014798,4343783,132796,0.67953,0.013795,3947282,112385,0.514965,0.015095,882330,34159,0.640459,0.012708,3330696,86404,0.683947,0.013517,324828,10622
Oct 2003,homeInternetUser,Uses the Internet at Home,isPerson,0.470877,0.002342,129643445,742018,0.410908,0.016531,1754100,80645,0.589008,0.017251,361794,13523,0.482397,0.01803,2469846,104167,0.374752,0.018894,955065,53286,0.466291,0.008208,15852182,306992,0.529914,0.014028,2263864,67355,0.562228,0.014954,1871580,65181,0.477054,0.018133,361710,15983,0.451261,0.019746,249726,12495,0.4842,0.009947,7638638,177625,0.453944,0.017757,3678365,157714,0.421765,0.018883,495871,24815,0.493772,0.019272,622447,29540,0.444605,0.01138,5439460,160339,0.469942,0.015284,2765624,105702,0.514338,0.015202,1448622,51137,0.492856,0.015557,1278530,50274,0.443182,0.017374,1716547,78876,0.371969,0.018993,1561017,88611,0.519004,0.014669,638468,22750,0.539516,0.016335,2817299,105447,0.527344,0.014295,3279637,108514,0.468699,0.012462,4530655,143124,0.557685,0.014278,2682883,86234,0.304463,0.019759,828597,57201,0.457777,0.016416,2452640,102513,0.440399,0.020197,381539,20024,0.490953,0.015133,809779,30145,0.458915,0.014572,934112,32925,0.588183,0.014258,715905,21700,0.524632,0.012497,4360085,126672,0.368618,0.019234,651583,35320,0.464509,0.009097,8658544,201331,0.438181,0.013959,3416721,125306,0.507902,0.0167,308769,13093,0.468763,0.01214,5102054,169918,0.416175,0.018776,1361440,71882,0.512732,0.015726,1726056,61428,0.489195,0.010633,5724947,151377,0.477894,0.014476,488086,17679,0.395559,0.01812,1541615,79903,0.482854,0.016672,348961,14672,0.437776,0.018303,2406149,113829,0.422374,0.010013,8710894,222281,0.552555,0.018209,1230498,48575,0.523876,0.016264,309275,12224,0.533505,0.015998,3642223,132852,0.549903,0.014915,3194299,110117,0.417348,0.016129,715076,32691,0.508347,0.014289,2643654,87315,0.518004,0.016897,246016,10137
Oct 2003,homeEverOnline,Household Used to Go Online from Home,noInternetAtHome,0.096988,0.002173,4965939,112849,0.097743,0.013978,97863,14724,0.189637,0.026278,13855,2125,0.114504,0.017309,105660,16902,0.061214,0.012208,38405,7906,0.098902,0.008454,511638,46022,0.115828,0.01577,77147,11152,0.091707,0.015319,44776,7847,0.098888,0.017387,13445,2496,0.079687,0.015409,10708,2162,0.067834,0.007761,204702,24201,0.089274,0.015061,140529,24664,0.111057,0.019728,20679,3902,0.179372,0.023535,39427,5701,0.094827,0.010509,232833,27245,0.112082,0.014573,135738,18807,0.098266,0.014522,50947,7908,0.167043,0.018134,83779,9967,0.099359,0.015867,81074,13687,0.071274,0.014641,70896,15156,0.163936,0.017813,35912,4263,0.082853,0.016118,70488,14353,0.071232,0.012107,76904,13563,0.09744,0.011029,187714,22299,0.118246,0.016581,89351,13323,0.097518,0.016812,64844,11770,0.089179,0.014638,94472,16272,0.115718,0.018192,22118,3685,0.121016,0.016208,37337,5330,0.087686,0.013329,31655,5029,0.118801,0.017696,20645,3259,0.06059,0.010574,79540,14307,0.083908,0.017282,33172,7194,0.089741,0.008151,318509,30264,0.096446,0.012396,155762,21078,0.074573,0.014524,9184,1865,0.089803,0.010119,194435,22887,0.094242,0.016536,69246,12807,0.13669,0.018309,75306,10826,0.082402,0.009214,185872,21633,0.067278,0.011976,12936,2385,0.084887,0.014932,74808,13784,0.129709,0.017973,18888,2824,0.093036,0.015159,113262,19340,0.111835,0.009816,435390,40522,0.172483,0.023995,51762,7881,0.131997,0.017714,14201,2041,0.102562,0.01641,113660,19198,0.168341,0.022182,155440,22909,0.085545,0.014114,33498,5806,0.111031,0.014404,104963,14424,0.122577,0.018244,10564,1675
Oct 2003,canUseElsewhereMainReason,Main Reason for Household Not Online at Home: Can Use Elsewhere,noInternetAtHome,0.020699,0.00104,1059834,53389,0.016155,0.005805,16175,5856,0.033118,0.011612,2420,861,0.0209,0.007959,19286,7421,0.019441,0.007324,12197,4644,0.027988,0.00475,144788,24926,0.034683,0.008555,23100,5785,0.022117,0.007762,10798,3832,0.010781,0.006576,1466,900,0.062857,0.014021,8446,1951,0.009631,0.002909,29063,8814,0.030256,0.00905,47627,14435,0.043018,0.01242,8010,2362,0.026472,0.00998,5819,2224,0.021094,0.004667,51794,11566,0.013031,0.004967,15781,6053,0.018368,0.006483,9523,3390,0.026032,0.007842,13056,3986,0.025516,0.008106,20820,6699,0.014554,0.006649,14477,6664,0.011358,0.005057,2488,1114,0.028275,0.008563,24055,7366,0.026456,0.007591,28563,8307,0.021774,0.005552,41947,10813,0.025602,0.008085,19346,6187,0.017055,0.006981,11341,4678,0.03436,0.009523,36400,10277,0.025609,0.010306,4895,2001,0.022088,0.007347,6815,2292,0.013932,0.005266,5029,1913,0.020953,0.007409,3641,1298,0.027205,0.007011,35713,9319,0.043521,0.016344,17205,6683,0.012521,0.003135,44439,11191,0.024972,0.006414,40330,10486,0.033522,0.009227,4128,1154,0.011795,0.003758,25538,8180,0.014552,0.006687,10692,4951,0.018521,0.007566,10204,4210,0.016056,0.004218,36216,9586,0.01539,0.0058,2959,1124,0.017764,0.007199,15655,6406,0.022079,0.007777,3215,1146,0.017575,0.007263,21396,8927,0.013686,0.003545,53283,13890,0.068118,0.017521,20442,5476,0.029375,0.009194,3160,1005,0.020608,0.007888,22838,8838,0.031164,0.008952,28776,8381,0.006506,0.003789,2548,1488,0.019538,0.00616,18470,5876,0.040137,0.010506,3459,922
Oct 2003,noNeedInterestMainReason,Main Reason for Household Not Online at Home: Don't Need It or Not Interested,noInternetAtHome,0.393786,0.003561,20162458,193561,0.514019,0.023513,514652,33076,0.329647,0.031628,24084,2802,0.283418,0.024795,261529,26786,0.387158,0.024497,242903,19452,0.365469,0.013441,1890633,86136,0.331846,0.023343,221024,19001,0.383946,0.025594,187460,15777,0.506464,0.028454,68857,5339,0.367371,0.026596,49366,4449,0.403488,0.015265,1217613,58768,0.360443,0.027282,567385,54672,0.42857,0.030584,79801,7493,0.375136,0.029545,82458,8101,0.406422,0.016653,997911,52445,0.3819,0.021358,462505,32112,0.452869,0.024613,234795,17148,0.436796,0.023932,219071,15872,0.410682,0.025149,335103,26415,0.340009,0.025491,338205,30695,0.453281,0.023881,99296,6983,0.474604,0.028259,403773,32403,0.503674,0.023357,543779,35302,0.393469,0.018355,758002,45006,0.436325,0.025535,329703,25507,0.332248,0.025778,220926,20313,0.412968,0.024653,437479,33540,0.3668,0.027661,70108,6554,0.390646,0.024185,120527,9517,0.365988,0.022889,132121,10335,0.493562,0.02811,85770,6840,0.42958,0.022085,563933,38237,0.319016,0.026594,126119,12736,0.416961,0.013976,1479885,63819,0.38072,0.019936,614868,40281,0.33913,0.025287,41764,3839,0.428811,0.017828,928430,50769,0.365795,0.0261,268775,23701,0.377288,0.025883,207856,17808,0.465913,0.016953,1050951,51555,0.448956,0.02351,86327,6025,0.33255,0.024179,293066,25579,0.381574,0.024648,55565,4486,0.393226,0.025787,478713,40249,0.321977,0.014323,1253507,66972,0.322292,0.030389,96720,11164,0.50405,0.026334,54228,3995,0.399569,0.026236,442803,37149,0.296309,0.023674,273601,25138,0.462499,0.023799,181108,12482,0.460658,0.02288,435484,29297,0.370325,0.026866,31915,2881
Oct 2003,noComputerMainReason,Main Reason for Household Not Online at Home: No/Inadequate Computer,noInternetAtHome,0.229779,0.003084,11765022,163865,0.174911,0.017866,175127,19665,0.303133,0.031203,22147,2734,0.304427,0.025589,280915,28255,0.217696,0.021074,136582,14990,0.220809,0.011561,1142279,67252,0.250106,0.021354,166582,16360,0.247449,0.02292,120816,12912,0.102496,0.017887,13935,2577,0.140465,0.019276,18875,2791,0.204052,0.012691,615772,42882,0.24877,0.023313,391597,41471,0.179304,0.023297,33387,4758,0.241872,0.026653,53165,6757,0.211833,0.014105,520126,39096,0.210216,0.018471,254584,25287,0.209803,0.020272,108775,11831,0.231029,0.020374,115870,11633,0.233667,0.021924,190665,20486,0.380918,0.026593,378897,33773,0.204621,0.019555,44825,4809,0.168864,0.022838,143663,21656,0.138138,0.016291,149137,18960,0.237397,0.015781,457335,34457,0.159536,0.018838,120551,15501,0.332865,0.026696,221336,21820,0.236301,0.02149,250326,26060,0.303602,0.026697,58029,6120,0.274221,0.022139,84606,8002,0.198424,0.018998,71631,7652,0.158955,0.020766,27623,3940,0.204964,0.017662,269068,25768,0.318406,0.026536,125878,12683,0.215483,0.011765,764793,47013,0.308019,0.019182,497456,37261,0.392963,0.025894,48394,4058,0.227621,0.01494,492829,36505,0.289185,0.024765,212484,21517,0.218448,0.022331,120348,13919,0.178162,0.01295,401876,32075,0.184991,0.018434,35571,3923,0.270458,0.023131,238347,23792,0.294307,0.023621,42857,4122,0.215058,0.021469,261812,29347,0.257386,0.013412,1002046,60137,0.214911,0.025953,64495,8718,0.179716,0.020206,19335,2397,0.257518,0.02343,285382,30029,0.238057,0.022775,219814,23920,0.1987,0.019062,77808,8320,0.203159,0.018321,192057,19309,0.269402,0.025115,23217,2543
Oct 2003,privSecMainReason,Main Reason for Household Not Online at Home: Privacy or Security Concerns,noInternetAtHome,0.007848,0.000654,401852,33536,0.002319,0.002317,2322,2322,0.003375,0.003371,247,247,0.003,0.002996,2769,2769,0.013211,0.00588,8288,3715,0.007758,0.002441,40132,12676,0.002354,0.002351,1568,1568,0.012881,0.005736,6289,2817,0.006159,0.004353,837,594,0.002834,0.00283,381,381,0.008333,0.00278,25147,8422,0.005625,0.003978,8854,6277,0.01083,0.006289,2017,1177,0.016315,0.007867,3586,1744,0.009983,0.003683,24512,9095,0,0,0,0,0.002374,0.002371,1231,1231,0.004441,0.003166,2228,1591,0.008029,0.004665,6551,3822,0.012862,0.00658,12793,6592,0.012693,0.005159,2780,1137,0.012534,0.006235,10663,5336,0.003142,0.003136,3392,3392,0,0,0,0,0.006273,0.004498,4740,3411,0.007182,0.00506,4776,3378,0.008692,0.00501,9207,5334,0.016101,0.007448,3077,1436,0.012533,0.005097,3867,1581,0.005691,0.00328,2054,1187,0.002511,0.002509,436,436,0.010947,0.004488,14370,5921,0.017233,0.007017,6813,2795,0.008849,0.002556,31406,9107,0.009192,0.004144,14846,6725,0.002477,0.002475,305,305,0.006216,0.002548,13459,5529,0.009401,0.005485,6908,4050,0.010458,0.005216,5762,2887,0.004205,0.0021,9484,4746,0.008699,0.004367,1673,843,0.005827,0.00411,5136,3633,0.00276,0.002756,402,402,0.009364,0.005382,11400,6586,0.009455,0.002987,36809,11682,0.008068,0.005684,2421,1713,0.012298,0.005492,1323,594,0.022177,0.00839,24577,9413,0.016435,0.00621,15175,5770,0.004958,0.003543,1941,1391,0.001998,0.001996,1889,1889,0.011709,0.005902,1009,511
